,code,name,eps_x,eps_yoy,roe_x,time_point
1202,300748,金力永磁,0.31,16.26,13.52,2018-10-17
2568,300750,宁德时代,1.17,-12.03,8.61,2018-10-17
17,300751,迈为股份,3.61,31.27,37.01,2018-10-17
14,300753,爱朋医疗,0.82,51.85,16.71,2018-10-17
10,300756,中山金马,3.15,6.42,20.02,2018-10-17
8,300757,罗博特科,1.06,30.86,25.34,2018-10-17
4,300758,七彩化学,1.07,13.83,18.98,2018-10-17
6,300759,康龙化成,0.39,50.0,10.92,2018-10-17
1395,300760,迈瑞医疗,2.65,45.6,38.33,2018-10-17
0,300761,立华股份,2.69,348.83,29.26,2018-10-17
469,600004,白云机场,0.44,-22.81,5.9,2018-10-17
879,600009,上海机场,1.63,16.43,11.93,2018-10-17
518,600010,包钢股份,0.05,63.43,4.44,2018-10-17
3007,600011,华能国际,0.12,-36.84,2.63,2018-10-17
604,600012,皖通高速,0.51,3.11,8.84,2018-10-17
245,600015,华夏银行,1.07,2.88,8.83,2018-10-17
426,600018,上港集团,0.22,7.3,7.27,2018-10-17
737,600019,宝钢股份,0.71,33.96,9.38,2018-10-17
47,600020,中原高速,0.29,-21.46,6.36,2018-10-17
1226,600021,上海电力,0.29,71.78,5.6,2018-10-17
716,600022,山东钢铁,0.22,96.53,12.68,2018-10-17
1979,600023,浙能电力,0.28,0.0,6.09,2018-10-17
1351,600025,华能水电,0.12,20.0,5.58,2018-10-17
213,600027,华电国际,0.16,-745.83,3.52,2018-10-17
278,600028,中国石化,0.5,56.15,8.28,2018-10-17
521,600029,南方航空,0.4,-43.66,6.31,2018-10-17
619,600031,三一重工,0.63,168.22,17.43,2018-10-17
247,600033,福建高速,0.22,2.89,6.83,2018-10-17
1060,600037,歌华有线,0.39,-14.2,4.26,2018-10-17
50,600039,四川路桥,0.15,8.45,4.14,2018-10-17
1229,600048,保利地产,0.81,15.71,8.67,2018-10-17
3075,600050,中国联通,0.11,84.65,2.49,2018-10-17
1363,600052,浙江广厦,0.12,140.0,4.57,2018-10-17
2044,600053,九鼎投资,0.39,24.85,8.33,2018-10-17
1741,600055,万东医疗,0.16,39.32,4.71,2018-10-17
2163,600056,中国医药,1.16,25.57,15.28,2018-10-17
204,600057,厦门象屿,0.34,-8.11,7.86,2018-10-17
628,600058,五矿发展,-0.37,-1133.89,-5.41,2018-10-17
93,600060,海信电器,0.28,-39.3,2.62,2018-10-17
1646,600062,华润双鹤,0.81,-2.97,10.99,2018-10-17
2496,600064,南京高科,0.65,-8.12,7.83,2018-10-17
479,600068,葛洲坝,0.51,9.17,9.21,2018-10-17
1122,600070,浙江富润,0.27,8.0,6.08,2018-10-17
281,600072,中船科技,0.0,-82.61,0.07,2018-10-17
206,600074,*ST保千,-0.15,-188.24,,2018-10-17
2098,600075,新疆天业,0.32,-39.62,7.77,2018-10-17
1067,600079,人福医药,0.43,-70.55,4.24,2018-10-17
1812,600080,金花股份,0.1,5.19,2.25,2018-10-17
1240,600082,海泰发展,0.0,-102.53,0.06,2018-10-17
1182,600085,同仁堂,0.62,3.85,9.7,2018-10-17
537,600086,东方金钰,-0.05,-128.33,-2.24,2018-10-17
989,600088,中视传媒,0.2,-2.5,6.91,2018-10-17
887,600089,特变电工,0.52,-4.43,6.24,2018-10-17
341,600093,易见股份,0.6,10.44,9.94,2018-10-17
297,600095,哈高科,-0.01,-142.94,-0.36,2018-10-17
376,600098,广州发展,0.24,8.79,3.97,2018-10-17
1246,600100,同方股份,-0.19,210.45,-2.77,2018-10-17
1071,600103,青山纸业,0.1,70.95,5.09,2018-10-17
1188,600104,上汽集团,2.37,11.64,11.95,2018-10-17
1127,600105,永鼎股份,0.09,-51.67,3.92,2018-10-17
2565,600106,重庆路桥,0.2,-13.04,6.04,2018-10-17
284,600107,美尔雅,-0.01,-37.14,-0.7,2018-10-17
529,600108,亚盛集团,0.03,1.26,1.32,2018-10-17
3430,600110,诺德股份,0.05,-62.87,2.9,2018-10-17
3333,600111,北方稀土,0.1,8.33,4.19,2018-10-17
1818,600115,东方航空,0.31,-43.34,8.0,2018-10-17
2502,600116,三峡水利,0.18,-10.0,6.27,2018-10-17
101,600117,西宁特钢,-0.55,266.67,-20.23,2018-10-17
2271,600118,中国卫星,0.23,4.55,5.08,2018-10-17
506,600119,长江投资,-0.95,-1283.62,-46.72,2018-10-17
1199,600120,浙江东方,0.65,-26.97,5.9,2018-10-17
1131,600121,郑州煤电,0.16,-73.39,4.76,2018-10-17
131,600122,宏图高科,-0.31,-176.03,-4.41,2018-10-17
3093,600123,兰花科创,0.87,33.21,10.0,2018-10-17
343,600127,金健米业,-0.03,-293.62,-2.35,2018-10-17
1449,600128,弘业股份,-0.16,-780.08,-3.0,2018-10-17
2863,600129,太极集团,0.26,43.54,6.59,2018-10-17
434,600131,岷江水电,0.22,84.75,9.17,2018-10-17
386,600132,重庆啤酒,0.79,21.54,32.49,2018-10-17
2877,600135,乐凯胶片,0.07,-62.18,1.55,2018-10-17
1079,600137,浪莎股份,0.22,5.66,4.48,2018-10-17
2327,600138,中青旅,0.76,9.06,9.37,2018-10-17
1134,600139,西部资源,-0.05,-80.17,-9.14,2018-10-17
1006,600141,兴发集团,0.5,24.38,5.07,2018-10-17
3095,600143,金发科技,0.24,42.91,6.44,2018-10-17
253,600149,ST坊展,-0.03,107.69,-5.68,2018-10-17
1397,600152,维科技术,0.22,94.87,6.75,2018-10-17
390,600153,建发股份,0.61,5.17,7.06,2018-10-17
508,600158,中体产业,0.05,12.63,2.69,2018-10-17
2064,600160,巨化股份,0.6,57.18,14.29,2018-10-17
290,600162,香江控股,0.08,-42.86,4.48,2018-10-17
2129,600165,新日恒力,0.0,-150.0,0.04,2018-10-17
347,600166,福田汽车,-0.25,-1327.05,-9.36,2018-10-17
1451,600167,联美控股,0.36,-40.39,8.71,2018-10-17
53,600168,武汉控股,0.32,-13.51,4.68,2018-10-17
437,600170,上海建工,0.19,-9.52,7.82,2018-10-17
1819,600171,上海贝岭,0.13,-44.25,3.7,2018-10-17
2536,600173,卧龙地产,0.43,40.87,15.38,2018-10-17
3398,600176,中国巨石,0.55,2.73,14.6,2018-10-17
183,600177,雅戈尔,0.65,-13.07,9.28,2018-10-17
2068,600178,东安动力,0.14,44.88,3.47,2018-10-17
220,600179,安通控股,0.34,0.0,15.89,2018-10-17
904,600180,瑞茂通,0.37,6.78,7.0,2018-10-17
1783,600184,光电股份,0.09,125.0,1.94,2018-10-17
1456,600185,格力地产,0.19,-5.0,4.93,2018-10-17
2653,600187,国中水务,0.01,-55.12,0.27,2018-10-17
1874,600188,兖州煤业,1.12,15.06,9.51,2018-10-17
24,600190,锦州港,0.06,34.38,1.9,2018-10-17
109,600191,华资实业,-0.13,-277.87,-3.11,2018-10-17
2280,600192,长城电工,0.03,-7.86,0.66,2018-10-17
512,600193,ST创兴,0.05,-116.07,10.08,2018-10-17
1278,600195,中牧股份,0.69,13.45,8.71,2018-10-17
1148,600196,复星医药,0.83,-16.16,8.0,2018-10-17
2414,600197,伊力特,0.66,12.91,12.52,2018-10-17
2595,600198,*ST大唐,0.29,-149.84,,2018-10-17
1460,600202,哈空调,0.03,-126.55,1.8,2018-10-17
2865,600203,福日电子,0.04,-66.67,0.97,2018-10-17
3068,600206,有研新材,0.08,37.93,2.36,2018-10-17
806,600208,新湖中宝,0.21,2.49,5.45,2018-10-17
112,600210,紫江企业,0.26,-41.5,8.92,2018-10-17
2283,600211,西藏药业,1.29,57.14,10.68,2018-10-17
1099,600212,江泉实业,-0.05,-208.74,-3.69,2018-10-17
185,600213,亚星客车,0.09,-18.18,10.42,2018-10-17
1151,600215,长春经开,0.16,796.13,3.06,2018-10-17
909,600217,中再资环,0.15,32.91,11.37,2018-10-17
259,600221,海航控股,0.04,-73.78,1.26,2018-10-17
1756,600222,太龙药业,0.01,100.0,0.38,2018-10-17
2673,600225,天津松江,-0.28,-166.43,-17.63,2018-10-17
820,600226,瀚叶股份,0.07,-30.0,4.94,2018-10-17
682,600229,城市传媒,0.27,5.36,7.94,2018-10-17
2200,600230,沧州大化,2.5,-23.84,32.18,2018-10-17
3508,600231,凌钢股份,0.46,15.0,18.29,2018-10-17
311,600232,金鹰股份,0.07,32.08,2.2,2018-10-17
914,600234,ST山水,-0.01,-79.6,-2.95,2018-10-17
1470,600238,*ST椰岛,-0.36,-3700.0,-24.07,2018-10-17
137,600242,中昌数据,0.21,0.47,4.79,2018-10-17
2203,600248,延长化建,0.16,14.01,4.71,2018-10-17
317,600250,南纺股份,0.07,-122.58,3.91,2018-10-17
3421,600251,冠农股份,0.16,40.88,6.39,2018-10-17
2601,600252,中恒集团,0.14,-8.5,8.3,2018-10-17
2076,600257,大湖股份,0.05,258.59,1.69,2018-10-17
1474,600258,首旅酒店,0.82,12.36,10.4,2018-10-17
71,600259,广晟有色,-0.45,-1600.0,-7.18,2018-10-17
2659,600260,凯乐科技,1.19,54.55,16.45,2018-10-17
1420,600261,阳光照明,0.2,-9.09,8.55,2018-10-17
689,600267,海正药业,0.01,40.0,0.11,2018-10-17
1952,600268,国电南自,-0.03,-75.0,-1.03,2018-10-17
1308,600269,赣粤高速,0.36,2.86,5.73,2018-10-17
323,600271,航天信息,0.46,-24.59,7.99,2018-10-17
2576,600272,开开实业,0.11,37.5,5.33,2018-10-17
3102,600273,嘉化能源,0.58,13.73,12.9,2018-10-17
2376,600276,恒瑞医药,0.79,-4.52,17.23,2018-10-17
2634,600279,重庆港九,0.15,-6.87,2.85,2018-10-17
3402,600280,中央商场,0.07,-70.83,3.89,2018-10-17
402,600281,太化股份,-0.07,-10.64,-6.37,2018-10-17
859,600282,南钢股份,0.78,67.49,25.84,2018-10-17
935,600284,浦东建设,0.22,-29.44,3.87,2018-10-17
2294,600285,羚锐制药,0.36,11.84,9.61,2018-10-17
1110,600287,江苏舜天,0.17,4.21,4.13,2018-10-17
230,600290,华仪电气,0.02,-50.76,0.41,2018-10-17
925,600291,西水股份,0.37,-83.85,3.2,2018-10-17
361,600295,鄂尔多斯,0.48,37.14,6.16,2018-10-17
1480,600297,广汇汽车,0.38,-5.48,8.58,2018-10-17
2636,600298,安琪酵母,0.82,10.54,16.93,2018-10-17
2726,600299,安迪苏,0.26,-23.53,5.34,2018-10-17
1038,600300,维维股份,0.06,0.0,3.56,2018-10-17
2991,600301,ST南化,0.21,-2779.75,18.42,2018-10-17
36,600302,标准股份,-0.1,3925.0,-2.8,2018-10-17
939,600303,曙光股份,-0.05,-108.77,-1.0,2018-10-17
3084,600305,恒顺醋业,0.28,16.62,11.27,2018-10-17
2170,600306,商业城,-0.49,-175.38,-81.41,2018-10-17
1322,600307,酒钢宏兴,0.17,61.55,10.57,2018-10-17
2156,600308,华泰股份,0.56,34.3,8.78,2018-10-17
3422,600309,万华化学,3.3,14.98,32.09,2018-10-17
1731,600310,桂东电力,0.01,-44.5,0.47,2018-10-17
195,600312,平高电气,0.0,-99.5,0.03,2018-10-17
2082,600313,农发种业,-0.0,-95.51,-0.14,2018-10-17
1484,600315,上海家化,0.68,51.11,8.1,2018-10-17
1897,600318,新力金融,0.08,0.0,4.05,2018-10-17
496,600319,亚星化学,0.03,20.0,27.72,2018-10-17
39,600320,振华重工,0.04,-7.5,1.29,2018-10-17
949,600321,ST正源,0.01,200.0,0.68,2018-10-17
1331,600325,华发股份,0.77,87.8,13.35,2018-10-17
2586,600327,大东方,0.33,-11.86,8.44,2018-10-17
1732,600328,兰太实业,0.56,29.13,10.32,2018-10-17
3486,600330,天通股份,0.23,29.28,6.14,2018-10-17
364,600331,宏达股份,0.01,-92.37,0.33,2018-10-17
1168,600337,美克家居,0.19,11.76,6.78,2018-10-17
2141,600338,西藏珠峰,1.18,-6.35,37.1,2018-10-17
957,600339,中油工程,0.09,-3.33,2.25,2018-10-17
1973,600343,航天动力,0.02,-6.16,0.45,2018-10-17
157,600345,长江通信,1.09,9.0,12.55,2018-10-17
3357,600346,恒力股份,0.76,80.95,14.81,2018-10-17
2613,600350,山东高速,0.57,2.53,9.92,2018-10-17
2018,600351,亚宝药业,0.27,43.95,7.41,2018-10-17
198,600352,浙江龙盛,0.98,69.78,17.43,2018-10-17
564,600353,旭光股份,0.1,66.67,4.83,2018-10-17
240,600354,敦煌种业,-0.23,-199.79,-14.51,2018-10-17
1054,600358,国旅联合,-0.03,-133.33,-3.21,2018-10-17
499,600359,新农开发,-0.12,-340.0,-7.06,2018-10-17
42,600360,华微电子,0.1,38.67,3.62,2018-10-17
707,600362,江西铜业,0.59,28.26,4.22,2018-10-17
461,600363,联创光电,0.4,1.46,7.55,2018-10-17
1345,600365,通葡股份,0.01,-28.57,0.3,2018-10-17
2517,600366,宁波韵升,0.07,-88.02,1.4,2018-10-17
3476,600367,红星发展,0.34,30.77,8.26,2018-10-17
2614,600368,五洲交通,0.26,-26.1,8.76,2018-10-17
199,600370,三房巷,0.06,21.12,3.62,2018-10-17
581,600371,万向德农,0.15,-0.68,7.13,2018-10-17
2438,600372,中航电子,0.14,12.11,3.43,2018-10-17
423,600376,首开股份,0.55,102.5,6.52,2018-10-17
1805,600377,宁沪高速,0.72,26.09,14.65,2018-10-17
2145,600378,天科股份,0.13,44.44,4.91,2018-10-17
2550,600379,宝光股份,0.14,-1.1,6.68,2018-10-17
711,600380,健康元,0.41,-68.36,8.43,2018-10-17
1501,600381,青海春天,0.1,-62.92,2.75,2018-10-17
1840,600382,广东明珠,0.62,19.23,5.57,2018-10-17
1115,600383,金地集团,1.16,132.0,12.4,2018-10-17
2899,600385,山东金泰,-0.05,66.67,-11.7,2018-10-17
277,600386,北巴传媒,0.08,-20.0,3.51,2018-10-17
3009,600388,龙净环保,0.5,13.64,11.28,2018-10-17
610,600389,江山股份,0.87,197.31,15.66,2018-10-17
2246,600392,盛和资源,0.19,-39.54,6.11,2018-10-17
428,600393,粤泰股份,0.25,-46.81,10.46,2018-10-17
1808,600395,盘江股份,0.44,12.85,10.67,2018-10-17
718,600398,海澜之家,0.58,3.57,22.04,2018-10-17
3278,600399,ST抚钢,-0.1,-286.9,,2018-10-17
1846,600400,红豆股份,0.07,-77.42,3.89,2018-10-17
215,600403,大有能源,0.28,62.62,9.22,2018-10-17
279,600405,动力源,-0.09,68.63,-3.15,2018-10-17
2124,600408,ST安泰,0.57,5600.0,58.83,2018-10-17
622,600409,三友化工,0.75,-1.82,14.65,2018-10-17
2440,600410,华胜天成,0.05,-70.59,1.04,2018-10-17
3311,600415,小商品城,0.25,13.64,11.39,2018-10-17
1062,600418,江淮汽车,0.03,-75.0,0.35,2018-10-17
2763,600419,天润乳业,0.5,-39.76,11.93,2018-10-17
2494,600420,现代制药,0.52,30.15,8.96,2018-10-17
3410,600422,昆药集团,0.34,-4.78,7.11,2018-10-17
1438,600423,*ST柳化,-0.21,-53.33,,2018-10-17
2521,600426,华鲁恒升,1.56,199.04,24.26,2018-10-17
2555,600428,中远海特,0.06,-20.0,1.34,2018-10-17
1742,600429,三元股份,0.09,12.62,2.85,2018-10-17
2164,600433,冠豪高新,0.07,130.0,3.39,2018-10-17
2127,600435,北方导航,0.0,0.0,0.19,2018-10-17
2953,600436,片仔癀,1.52,35.71,20.6,2018-10-17
95,600439,瑞贝卡,0.16,17.59,6.87,2018-10-17
2254,600444,国机通用,0.23,27.78,6.38,2018-10-17
2854,600446,金证股份,0.12,226.55,5.39,2018-10-17
372,600448,华纺股份,0.05,150.0,3.29,2018-10-17
97,600452,涪陵电力,0.94,-16.07,17.1,2018-10-17
175,600458,时代新材,0.11,83.33,1.67,2018-10-17
1123,600459,贵研铂业,0.35,2.94,5.99,2018-10-17
985,600460,士兰微,0.12,9.09,4.55,2018-10-17
2618,600461,洪城水业,0.3,15.38,7.16,2018-10-17
526,600462,ST九有,-0.02,-328.43,-4.23,2018-10-17
1386,600463,空港股份,-0.02,-107.65,-0.32,2018-10-17
643,600466,蓝光发展,0.31,39.71,8.91,2018-10-17
1904,600470,六国化工,0.07,112.12,1.86,2018-10-17
1813,600475,华光股份,0.58,1.46,7.51,2018-10-17
1243,600477,杭萧钢构,0.24,-38.56,13.77,2018-10-17
2185,600479,千金药业,0.33,18.23,7.11,2018-10-17
2323,600480,凌云股份,0.49,-23.44,5.67,2018-10-17
3425,600481,双良节能,0.09,577.37,7.06,2018-10-17
993,600482,中国动力,0.57,21.28,3.84,2018-10-17
2620,600483,福能股份,0.48,50.0,6.84,2018-10-17
527,600485,信威集团,-0.28,-287.8,-8.59,2018-10-17
649,600487,亨通光电,1.11,-16.01,18.79,2018-10-17
1445,600488,天药股份,0.1,11.83,4.1,2018-10-17
2268,600490,鹏欣资源,0.15,15.59,5.38,2018-10-17
1909,600491,龙元建设,0.36,24.14,7.19,2018-10-17
378,600493,凤竹纺织,0.17,184.01,6.6,2018-10-17
1192,600499,科达洁能,0.2,-30.31,5.68,2018-10-17
539,600500,中化国际,0.37,105.56,6.96,2018-10-17
1003,600501,航天晨光,-0.16,1500.0,-3.02,2018-10-17
891,600502,安徽水利,0.25,-28.57,5.44,2018-10-17
3011,600505,西昌电力,0.13,-9.07,4.41,2018-10-17
2905,600507,方大特钢,1.66,42.98,48.68,2018-10-17
1394,600510,黑牡丹,0.11,-47.62,1.44,2018-10-17
1997,600516,方大炭素,2.53,117.31,43.28,2018-10-17
2325,600517,置信电气,-0.11,-283.33,-4.39,2018-10-17
2056,600518,康美药业,0.78,22.45,12.58,2018-10-17
894,600520,文一科技,-0.06,252.94,-3.98,2018-10-17
531,600521,华海药业,0.2,-57.45,5.18,2018-10-17
661,600523,贵航股份,0.24,-40.0,4.39,2018-10-17
1450,600525,长园集团,0.98,102.36,15.78,2018-10-17
1922,600528,中铁工业,0.49,13.02,7.25,2018-10-17
771,600529,山东药玻,0.62,-6.07,7.85,2018-10-17
1257,600531,豫光金铅,0.03,-80.1,0.95,2018-10-17
1081,600533,栖霞建设,0.11,49.16,3.02,2018-10-17
1215,600535,天士力,0.91,-14.11,14.72,2018-10-17
1008,600537,亿晶光电,0.06,20.0,1.8,2018-10-17
1718,600538,国发股份,-0.01,-37.5,-0.88,2018-10-17
533,600539,ST狮头,0.04,123.53,2.08,2018-10-17
345,600543,莫高股份,0.06,-25.0,1.8,2018-10-17
2909,600545,卓郎智能,0.28,-20.0,21.42,2018-10-17
669,600547,山东黄金,0.41,-14.58,4.62,2018-10-17
2668,600548,深高速,0.7,25.59,10.78,2018-10-17
3237,600549,厦门钨业,0.32,-40.74,6.41,2018-10-17
1260,600551,时代出版,0.47,3.98,5.03,2018-10-17
509,600555,海航创新,-0.0,-97.86,-0.2,2018-10-17
1146,600557,康缘药业,0.52,6.12,8.74,2018-10-17
1012,600558,大西洋,0.07,94.59,3.4,2018-10-17
1722,600559,老白干酒,0.38,40.74,10.98,2018-10-17
2008,600560,金自天正,0.08,14.29,2.3,2018-10-17
2130,600561,江西长运,0.07,55.56,1.24,2018-10-17
348,600562,国睿科技,0.05,-81.48,1.69,2018-10-17
257,600563,法拉电子,1.44,9.54,14.03,2018-10-17
2864,600565,迪马股份,0.16,-27.27,4.95,2018-10-17
392,600568,中珠医疗,0.01,-94.11,0.43,2018-10-17
2510,600569,安阳钢铁,0.66,61.03,21.7,2018-10-17
1521,600572,康恩贝,0.29,20.83,13.05,2018-10-17
1705,600573,惠泉啤酒,0.1,206.25,2.18,2018-10-17
2573,600576,祥源文化,0.11,-8.33,3.75,2018-10-17
2593,600577,精达股份,0.19,43.28,12.24,2018-10-17
1027,600580,卧龙电驱,0.35,-34.94,7.69,2018-10-17
2460,600581,八一钢铁,0.38,-66.64,15.92,2018-10-17
26,600586,金晶科技,0.17,42.17,5.75,2018-10-17
111,600587,新华医疗,0.38,1166.67,4.56,2018-10-17
1097,600589,广东榕泰,0.18,27.34,3.97,2018-10-17
1280,600590,泰豪科技,0.19,5.56,4.24,2018-10-17
2072,600592,龙溪股份,0.21,45.23,4.41,2018-10-17
1019,600593,大连圣亚,0.84,-13.4,18.86,2018-10-17
294,600594,益佰制药,0.25,-37.84,4.54,2018-10-17
1031,600597,光明乳业,0.32,-25.54,7.18,2018-10-17
1463,600598,北大荒,0.55,28.04,15.35,2018-10-17
61,600599,熊猫金控,-0.16,-528.92,-3.72,2018-10-17
1595,600600,青岛啤酒,1.55,12.28,11.66,2018-10-17
1823,600602,云赛智联,0.13,10.58,4.64,2018-10-17
3208,600603,广汇物流,0.21,10.53,4.46,2018-10-17
1102,600606,绿地控股,0.73,35.19,13.49,2018-10-17
2146,600609,金杯汽车,0.07,-114.63,23.54,2018-10-17
1789,600614,鹏起科技,0.09,-38.1,3.2,2018-10-17
1757,600616,金枫酒业,0.05,-44.44,1.33,2018-10-17
2675,600618,氯碱化工,0.58,11.56,20.78,2018-10-17
503,600619,海立股份,0.23,0.0,4.75,2018-10-17
683,600622,光大嘉宝,0.38,0.0,7.78,2018-10-17
2201,600623,华谊集团,0.75,316.67,9.22,2018-10-17
2108,600624,复旦复华,0.05,19.01,2.91,2018-10-17
313,600626,申达股份,0.14,-19.62,3.7,2018-10-17
224,600628,新世界,0.37,-43.08,5.43,2018-10-17
2724,600630,龙头股份,0.13,-48.0,2.89,2018-10-17
356,600634,*ST富控,-0.78,-750.0,-25.43,2018-10-17
263,600635,大众公用,0.11,-5.89,4.69,2018-10-17
1604,600637,东方明珠,0.44,15.14,5.42,2018-10-17
398,600638,新黄浦,0.18,-84.36,2.94,2018-10-17
141,600639,浦东金桥,0.51,3.94,6.44,2018-10-17
32,600640,号百控股,0.23,-11.27,4.21,2018-10-17
2541,600641,万业企业,1.14,-42.35,14.93,2018-10-17
443,600643,爱建集团,0.51,25.62,9.18,2018-10-17
189,600644,乐山电力,0.25,31.98,10.15,2018-10-17
1729,600648,外高桥,0.58,87.1,6.42,2018-10-17
359,600651,飞乐音响,-0.84,-259.89,-28.56,2018-10-17
264,600652,游久游戏,0.01,-80.0,0.28,2018-10-17
401,600655,豫园股份,0.33,-0.9,4.95,2018-10-17
1795,600657,信达地产,0.41,105.0,7.54,2018-10-17
35,600658,电子城,0.27,8.0,4.72,2018-10-17
2543,600660,福耀玻璃,1.3,52.94,16.48,2018-10-17
691,600661,昂立教育,0.34,-19.75,6.07,2018-10-17
445,600662,强生控股,0.04,-12.73,1.25,2018-10-17
143,600663,陆家嘴,0.64,46.86,14.61,2018-10-17
228,600665,天地源,0.41,111.01,11.03,2018-10-17
3452,600666,奥瑞德,-0.0,-106.17,-0.17,2018-10-17
192,600668,尖峰集团,1.42,67.53,17.05,2018-10-17
729,600671,天目药业,0.24,248.36,36.27,2018-10-17
1478,600673,东阳光,0.32,147.33,12.71,2018-10-17
2871,600674,川投能源,0.63,-3.02,12.57,2018-10-17
3504,600675,中华企业,0.17,10.19,7.65,2018-10-17
404,600676,交运股份,0.2,-4.13,3.71,2018-10-17
865,600677,航天通信,0.24,1835.48,3.75,2018-10-17
1113,600681,百川能源,0.7,79.49,17.69,2018-10-17
1319,600682,南京新百,-1.07,-405.71,-16.44,2018-10-17
2941,600683,京投发展,0.11,-3733.33,3.5,2018-10-17
2579,600684,珠江实业,0.35,-7.89,9.83,2018-10-17
270,600685,中船防务,-0.41,208.47,-5.22,2018-10-17
193,600687,ST刚泰,0.03,-86.75,0.77,2018-10-17
266,600689,上海三毛,0.01,-93.18,0.52,2018-10-17
79,600690,青岛海尔,1.01,7.83,17.42,2018-10-17
2682,600692,亚通股份,0.1,-7.61,4.89,2018-10-17
1799,600693,东百集团,0.04,-71.15,1.86,2018-10-17
941,600695,绿庭投资,0.01,-88.67,0.7,2018-10-17
3408,600696,ST岩石,0.06,200.0,7.42,2018-10-17
1961,600697,欧亚集团,1.25,-4.58,8.31,2018-10-17
2606,600702,舍得酒业,0.81,187.04,11.09,2018-10-17
546,600705,中航资本,0.25,13.64,9.19,2018-10-17
2430,600706,曲江文旅,0.63,43.18,11.28,2018-10-17
1047,600710,苏美达,0.27,28.57,8.35,2018-10-17
1165,600711,盛屯矿业,0.29,13.83,8.06,2018-10-17
453,600715,文投控股,0.01,-95.45,0.35,2018-10-17
2159,600717,天津港,0.39,-18.75,4.08,2018-10-17
237,600718,东软集团,0.1,-23.08,1.38,2018-10-17
2611,600719,大连热电,-0.08,35.48,-4.78,2018-10-17
2207,600720,祁连山,0.71,-4.95,9.92,2018-10-17
2338,600721,百花村,0.18,0.52,3.99,2018-10-17
3480,600722,金牛化工,0.06,22.91,4.17,2018-10-17
3403,600725,ST云维,0.01,202.33,5.53,2018-10-17
1050,600726,华电能源,-0.27,35.0,-25.57,2018-10-17
3507,600728,佳都科技,0.07,108.93,3.48,2018-10-17
704,600730,中国高科,0.01,-96.34,0.17,2018-10-17
459,600731,湖南海利,0.03,-38.67,1.16,2018-10-17
163,600732,ST新梅,-0.02,-111.57,-1.72,2018-10-17
273,600735,新华锦,0.16,14.62,6.85,2018-10-17
1377,600737,中粮糖业,0.39,58.19,10.75,2018-10-17
568,600738,兰州民百,1.6,1042.14,51.75,2018-10-17
241,600739,辽宁成大,0.46,-43.33,3.45,2018-10-17
3105,600740,山西焦化,1.06,1467.01,46.37,2018-10-17
2240,600741,华域汽车,2.02,32.13,14.87,2018-10-17
2848,600742,一汽富维,0.76,-20.0,8.28,2018-10-17
500,600743,华远地产,0.12,-38.61,3.95,2018-10-17
123,600745,闻泰科技,-0.27,-161.36,-4.9,2018-10-17
465,600747,ST大控,-0.0,-106.25,-0.12,2018-10-17
169,600748,上实发展,0.16,-15.79,2.86,2018-10-17
2898,600750,江中药业,0.84,-21.5,11.61,2018-10-17
275,600751,海航科技,0.02,-64.11,0.33,2018-10-17
2028,600753,东方银星,0.05,-17.86,2.47,2018-10-17
200,600754,锦江股份,0.91,22.5,6.97,2018-10-17
589,600755,厦门国贸,0.7,-12.5,10.46,2018-10-17
425,600759,洲际油气,0.05,-392.18,2.28,2018-10-17
3235,600760,中航沈飞,0.22,-300.0,4.29,2018-10-17
3314,600763,通策医疗,0.86,50.88,24.37,2018-10-17
713,600764,中国海防,0.06,-41.11,2.28,2018-10-17
2176,600765,中航重机,0.27,28.57,5.36,2018-10-17
171,600766,园城黄金,0.0,-70.0,1.15,2018-10-17
969,600768,宁波富邦,-0.05,-108.18,-5.47,2018-10-17
2036,600770,综艺股份,0.07,133.33,2.41,2018-10-17
2123,600771,广誉远,0.64,120.69,11.15,2018-10-17
3375,600773,西藏城投,0.09,30.3,2.17,2018-10-17
246,600774,汉商集团,0.05,11.36,1.88,2018-10-17
2248,600776,东方通信,0.06,11.01,2.53,2018-10-17
2400,600777,新潮能源,0.1,233.33,4.69,2018-10-17
3196,600779,水井坊,0.95,90.16,27.05,2018-10-17
2313,600781,辅仁药业,1.17,1466.27,14.87,2018-10-17
1436,600782,新钢股份,1.24,152.65,26.0,2018-10-17
173,600783,鲁信创投,0.29,-12.12,5.99,2018-10-17
534,600784,鲁银投资,0.11,936.36,4.43,2018-10-17
3419,600785,新华百货,0.73,34.18,7.94,2018-10-17
280,600787,中储股份,0.03,-93.91,0.7,2018-10-17
523,600789,鲁抗医药,0.22,197.33,5.52,2018-10-17
2125,600790,轻纺城,0.21,-27.59,6.11,2018-10-17
2092,600791,京能置业,0.24,71.43,6.71,2018-10-17
2917,600792,云煤能源,0.09,-190.0,2.84,2018-10-17
91,600793,宜宾纸业,2.0,108.83,83.8,2018-10-17
1064,600795,国电电力,0.13,8.47,5.07,2018-10-17
1232,600798,宁波海运,0.11,15.55,4.15,2018-10-17
721,600800,天津磁卡,-0.07,-7.77,-115.85,2018-10-17
2181,600801,华新水泥,2.28,225.71,25.41,2018-10-17
1121,600803,新奥股份,0.88,125.64,13.87,2018-10-17
979,600804,鹏博士,0.24,-44.19,4.82,2018-10-17
3305,600805,悦达投资,0.18,-153.68,2.41,2018-10-17
